REST LAYER,DATA LAYER,PARENT LAYER,SOURCE,SOURCE URL,TOPICS,MAIN THEME,SubTheme,Raw Data Link,REST Endpoint,REST Array Number,REST Sublayer Array Numbers,source metadata url,local metadata url,Comments,kml,Attributes,Attributes Display Name,Hover Description,Description
Shrimp Landings (North Carolina),Shrimp Landings (North Carolina),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,15,,http://gsaaportal.org/media/metadata/xml/Shrimp_NC_export.xml,http://gsaaportal.org/media/metadata/html/Shrimp_NC_export.html,,,"CNTYNAME,AvgLbs,AvgValue",,Average annual shrimp landings by county in North Carolina from 2005-2009.,"Average annual penaeid shrimp landings reported by the NC Department of Environment and Natural Resources for the period from 2007-2011.  Landings are reported by county.  Counties where landings were relatively high (> 75th numeric percentile of all average annual landings data within that state) were coded as red.  Counties where landings were moderate (>= 25th and < =75th numerical percentile of all average annual landings data within that state) were coded as yellow, and counties where landings were relatively low (< 25th numerical percentile of all average annual landings data within that state) were coded as green.  The entire county is shown even though fishing activity is mostly associated with the nearshore coastal waters, not inland waters. "
Shrimp Landings (South Carolina),Shrimp Landings (South Carolina),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,16,,http://gsaaportal.org/media/metadata/xml/Shrimp_SC_export.xml,http://gsaaportal.org/media/metadata/html/Shrimp_SC_export.html,,,"AreaCode,Area_Descr,Num_Yrs,AvgWHlbs,CV_WH,AvgBRlbs,CV_BR,AvgAllLbs,CV_All,AvgValue,StdDevValu",,Average annual shrimp landings by area trawled in South Carolina from 2006-2010.,"Average annual penaeid shrimp landings reported by the SC Department of  Natural Resources for the period from 2005-2009.  Landings are reported by coastal area fished.  Areas where landings were relatively high (> 75th numeric percentile of all average annual landings data within that state) were coded as red.  Areas where landings were moderate (>= 25th and < =75th numerical percentile of all average annual landings data within that state) were coded as yellow, and areas where landings were relatively low (< 25th numerical percentile of all average annual landings data within that state) were coded as green."
Shrimp Landings (Georgia),Shrimp Landings (Georgia),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,17,,http://gsaaportal.org/media/metadata/xml/Shrimp_GA_export.xml,http://gsaaportal.org/media/metadata/html/Shrimp_GA_export.html,,,"Area,Type,AvgLbs,CV_Lbs",,Average annual shrimp landings by area trawled in Georgia from 2006-2010.,"Average annual penaeid shrimp landings reported by the GA Department of  Natural Resources for the period from 2006-2010.  Landings are reported by coastal area fished.  Areas where landings were relatively high (> 75th numeric percentile of all average annual landings data within that state) were coded as red.  Areas where landings were moderate (>= 25th and < =75th numerical percentile of all average annual landings data within that state) were coded as yellow, and areas where landings were relatively low (< 25th numerical percentile of all average annual landings data within that state) were coded as green."
Shrimp Landings (Florida),Shrimp Landings (Florida),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,18,,http://gsaaportal.org/media/metadata/xml/Shrimp_FL_export.xml,http://gsaaportal.org/media/metadata/html/Shrimp_FL_export.html,,,"NAME,FishZone,Type,Pounds,Trips",,Average annual shrimp landings by county in Florida from 2006-2010.,"Average annual penaeid shrimp landings reported by the Florida Fish and Wildlife Conservation Commission for the period from 2007-2011.  Landings are reported by county.  Counties where landings were relatively high (> 75th numeric percentile of all average annual landings data within that state) were coded as red.  Counties where landings were moderate (>= 25th and < =75th numerical percentile of all average annual landings data within that state) were coded as yellow, and counties where landings were relatively low (< 25th numerical percentile of all average annual landings data within that state) were coded as green.  The entire county is shown even though fishing activity is mostly associated with the nearshore coastal waters, not inland waters. "
RockShrimp VMS Records,Rock Shrimp Activity (VMS Records),Commercial Fisheries,,,Habitat,Ocean Uses,,,http://129.252.139.110/gsaa/rest/services/SCDNR/MapServer,20,http://gsaaportal.org/media/metadata/xml/Shrimp_VMS_export.xml,http://gsaaportal.org/media/metadata/xml/Shrimp_VMS_export.xml,http://gsaaportal.org/media/metadata/html/Shrimp_VMS_export.html,,,N_Pts,,"Vessel Monitoring System (VMS) records for vessels authorized to fish for rock shrimp, but activity includes other shrimping activies conducted by these vessels. ","Vessel Monitoring System (VMS) records for vessels authorized to fish for rock shrimp, but records include other shrimping activies conducted by these vessels (see descrition for Commercial Shrimp Activity).   This data layer includes all VMS activity associated with 1x1 minute grid cells from 2006-2010.  Grid cells are categorized as having low VMS activity (6-10 records), moderate VMS activity (11-100 records), or high VMS activity (> than 100 records).  Grid cells with less than 6 records were excluded from the data viewer since the majority of these records were likely to represent transit versus fishing activities.  Deep water records are most likely tied to VMS equipped vessels fishing for  rock shrimp and royal red shrimp.   Shallow  water records are most likely representative of VMS-equipped vessels fishing for penaeid shrimp."
Bottom Habitat/Sediment,Bottom Habitat/Sediment,,,,Sediment,Marine Habitat,,,,,,,,,,,,,Sediment Data
AverageSandDepth,Average Sand Depth (South Carolina),Bottom Habitat/Sediment,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Sediment,Marine Habitat,,,http://129.252.139.110/gsaa/rest/services/SCDNRLayers/MapServer,42,,,,,,,,,Sediment data from South Carolina Department of Natural Resources
AveragePercentSand,Average Percent Sand (South Carolina),Bottom Habitat/Sediment,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Sediment,Marine Habitat,,,http://129.252.139.110/gsaa/rest/services/SCDNRLayers/MapServer,43,,,,,,,,,Sediment data from South Carolina Department of Natural Resources
AveragePhi,Average Phi (South Carolina),Bottom Habitat/Sediment,South Carolina Department of Natural Resources,http://www.dnr.sc.gov/GIS/gsaa.html,Sediment,Marine Habitat,,,http://129.252.139.110/gsaa/rest/services/SCDNRLayers/MapServer,44,,,,,,,,,Sediment data from South Carolina Department of Natural Resources
sediment_class,Sediment Type,Bottom Habitat/Sediment,"The Nature Conservancy, Eastern Division Conservation Science",,Sediment,Marine Habitat,,,http://129.252.139.110/gsaa/rest/services/sediment/MapServer,2,,,http://gsaaportal.org/media/metadata/html/sediment_model.html,,,,,"A model of sediment in the shallow portion of the S. Atlantic Bight, interpolated from various point sediment samples.",A draft interpolated grid of sediment size for the South Atlantic Bight Marine Assessment near shore (to 200 meter depth) area.  The interpolation was done using point data from U.S. Seabed and other sources.  This was generated to provide a model of the sediment size throughout the South Atlantic Bight shallow sea floor.
benthic_hardbottom,Hard Bottom Habitat,Bottom Habitat/Sediment,"The Nature Conservancy, Eastern Division Conservation Science",,Sediment,Marine Habitat,,,http://129.252.139.110/gsaa/rest/services/sediment/MapServer,3,,,http://gsaaportal.org/media/metadata/html/benthic_hardbottom_survey.html,,,,,"Locations of seafloor hardbottom habitats (1 x 1 minute grid format). Hard bottom habitat refers to live corals/coral reefs, underwater rocky vertical outcrops, exposed flat pavements colonized by marine invertebrates, shallow drowned slopes supporting macroalgae and hard bottom/gravel mixed substrates.","This dataset maps the locations of seafloor hardbottom habitats into a 1 x 1 minute grid. Hard bottom habitat refers to live corals/coral reefs, underwater rocky vertical outcrops, exposed flat pavements colonized by marine invertebrates, shallow drowned slopes supporting macroalgae and hard bottom/gravel mixed substrates.  These habitats are associated with diverse marine communities are considered Essential Fish Habitat (EFH) for a wide variety of species that are commercially and recreationally important throughout the South Atlantic Bight. The total area of hardbottoms mapped in this dataset is limited to the areas where studies have occurred; therefore this is not a complete representation of regional hardbottom resources.  The Nature ConservancyÃ_Ã«Ã_â€_Å’Â¬Ã_Â´Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ_Â¢Ã_â€°_Ã_Ã«Ã_â€_Ã_Â«Å’Â¢Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ___Ã_Â«Ã_â€°Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ___Ã_Â«Å’Â¢s objective for this project is to create an updated version of the 1 x 1 minute grid that was originally developed during the Southeast Area Monitoring and Assessment ProgramÃ_Ã«Ã_â€_Å’Â¬Ã_Â´Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ_Â¢Ã_â€°_Ã_Ã«Ã_â€_Ã_Â«Å’Â¢Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ___Ã_Â«Ã_â€°Ã_Ã«Å’Â¢Ã_Ã_ÃÅÃ___Ã_Â«Å’Â¢s (SEAMAP) Bottom Mapping Project from 2001. TNC used the protocols previously defined by SEAMAP to classify data records as: Hardbottom [HB] (clear evidence of hardbottom habitat), Potential hardbottom [PH] (possible evidence of hardbottom habitat) or Not hardbottom [NH] (no evidence of hardbottom habitat being present).  Information is summarized at the 1x1 minute grid scale which classifies each polygon that contains a survey record as either 'Hardbottom' cells that have one or more occurrence of HB, 'Potential hardbottom' cells that do not have a HB occurrence but have one or more PH occurrence or 'Surveys with no identification of hardbottom' cells that do not have any HB or PH occurrences but have one or more NH occurrence within that 1x1 minute gridded area."
Impaired Waters (303 D),Impaired Waters (303 D),,,,Habitat,Jurisdictions and Boundaries,,,,,,,,,,,,"These points represent the location of water quality monitoring sites with data assessed during the 2012 303(d) listing cycle. The impairment(s), if any, is(are) identified in a column by site.","These points represent the location of water quality monitoring sites with data assessed during the 2012 303(d) listing cycle. The impairment(s), if any, is(are) identified in a column by site."
Impaired Waters 2012 (South Carolina),Impaired Waters 2012 (South Carolina),Impaired Waters (303 D),South Carolina Department of Health and Environmental Concerns,http://www.scdhec.gov/gis/gis.aspx,Habitat,Jurisdictions and Boundaries,,,http://129.252.139.110/gsaa/rest/services/303DWaters/MapServer,0,,http://www.scdhec.gov/gis/metadata/303D_12.htm,http://www.scdhec.gov/gis/metadata/303D_12.htm,,,"Shape,STAT,MULTI_TYPE,BASIN,HUC_12,CNTYNAME,DESCRIPTIO,USE,BIO,CHLA,CR,CU,DO,ENTERO,FC,FCB,HG,NH3N,NI,PB,PCB,PH,TN,TP,TURBIDITY,ZN,STATUS,Method,Tier",,,
Impaired Waters 2012 (North Carolina),Impaired Waters 2012 (North Carolina),Impaired Waters (303 D),NC Department of Environment and Natural Resources Division of Water Quality,http://data.nconemap.com/geoportal/catalog/search/resource/details.page?uuid={25194871-C1CD-42AE-9D8C-0D16AF28F074},Habitat,Jurisdictions and Boundaries,,ftp://ftp.nconemap.com/outgoing/vector/waterq_asmnts.zip,http://129.252.139.110/gsaa/rest/services/303DWaters/MapServer,1,,http://data.nconemap.com/geoportal/catalog/search/resource/details.page?uuid={25194871-C1CD-42AE-9D8C-0D16AF28F074},http://data.nconemap.com/geoportal/catalog/search/resource/details.page?uuid={25194871-C1CD-42AE-9D8C-0D16AF28F074},,,"AU_NUM,AU_Name,AU_Descrip,NC_Basin,AU_LengthA,AU_Units,Bims_class,USR_Long,USC_LongVe,RFR_Long,POI_long,IRC,d_year,Shape_len",,,
Impaired Waters 2013 (Florida),Impaired Waters 2013 (Florida),Impaired Waters (303 D),Florida Deptartment of Environmental Protection,http://www.fgdl.org/metadataexplorer/explorer.jsp,Habitat,Jurisdictions and Boundaries,,ftp://ftp.fgdl.org/pub/state/impaired_waters_aug13.zip,http://129.252.139.110/gsaa/rest/services/303DWaters/MapServer,2,,http://gsaaportal.org/media/metadata/xml/impaired_waters_florida_2013.htm,http://gsaaportal.org/media/metadata/xml/impaired_waters_florida_2013.htm,,,"HUC,DISTRICT,PLANUNIT,GROUP_,GROUP_NAME,NAME,CLASS,CYCLE,OGC_CASE_N,ASSESSED_W,CURRENT_WB,CD98_303D,PARAMETERS,PARAMGR,SOURCE,DESCRIPT,FGDLAQDATE,AUTOID",,,
Streams and Beaches 2010,Streams and Beaches 2010 (Georgia),Impaired Waters (303 D),"Georgia Environmental Protection Division, Watershed Protection Branch",,Habitat,Jurisdictions and Boundaries,,,http://129.252.139.110/gsaa/rest/services/303DWaters/MapServer,4,,,,,,"Reach_ID,Reach_Name,Reach_Loca,River_Basi,Criterion_,Potential_,Data_Sourc,County,Waterbody_,Water_Use,Evaluation,Category_T,Stream_Ext,Beach_Exte,Extent_Uni,Priority_Y,Notes,ReachHUC8,ReachHUC10,Shape_Leng",,,
"Lakes, Sounds Harbors 2010","Lakes, Sounds Harbors 2010 (Georgia)",Impaired Waters (303 D),"Georgia Environmental Protection Division, Watershed Protection Branch",,Habitat,Jurisdictions and Boundaries,,,http://129.252.139.110/gsaa/rest/services/303DWaters/MapServer,5,,,,,,"Reach_ID,Reach_Name,Reach_Loca,River_Basi,Criterion_,Potential_,Data_Sourc,County,Waterbody_,Water_Use,Evaluation,Category_T,Area_Exten,Extent_Uni,Priority_Y,Notes,ReachHUC8,ReachHUC10,Shape_Leng,Shape_Area",,,
